Número;Origen;Nombre del socio a mostrar en la factura;Nota albaran;Referencia;Agente/Nombre;Comercial;Fecha de Factura/Recibo;Líneas de factura/Producto;Líneas de factura/Producto/Nombre;Líneas de factura/Producto/Color;Líneas de factura/Producto/Valores de atributo;Líneas de factura/Producto/Atributos del producto;Líneas de factura/Producto/sku;Líneas de factura/Producto/Código de barras;Líneas de factura/Producto/Código HS;Líneas de factura/Producto/Categoría de producto;Líneas de factura/Producto/Extra Categories;Líneas de factura/Producto/Género;Líneas de factura/Cantidad;Líneas de factura/Precio unitario;Líneas de factura/Subtotal;Contacto;Contacto/Código de cliente;Contacto/ID;Contacto/NIF;Contacto/Nombre del padre;Equipo de ventas
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SOMKA;BLACK/FUXIA;S;;IWEPS01081BK/FXS;8434076357959;;E;PS;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PADRU;ROYAL/BLACK;4XL;;IMLPF00348RY/BK4XL;8434076349381;;L;PF;M;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ORTIL;BLUEMOON/ORANGE;XXL;;IMYPD00919BM/ORXXL;8434076345598;;Y;VP;M;1;;30,54;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;42;;IMFFO00627BK/LG42;8434076371429;;F;FO;M;1;;28,28;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FROSTY;DARK GREY/BLUE RIVER;36;;IUFFO00507DG/BV36;8434076333694;;F;SD;U;1;;16,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;AILAMA;TURQUOISE/CHOCOLATE;S;;IWYPD00933TQ/CHS;8434076352930;;Y;PD;W;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SINDU;DARK GREY/MINERAL RED;M;;IMYPD00916DG/MRM;8434076339825;;Y;PD;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SINDU;BLUEMOON/ORANGE;L;;IMYPD00916BM/ORL;8434076339610;;Y;PD;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;39;;IMFFO00627BK/LG39;8434076371399;;F;FO;M;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;45;;IMFFO00627BK/LG45;8434076371450;;F;FO;M;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NILSEN;BLACK/LIGHT GREEN;44;;IMFFO00627BK/LG44;8434076371443;;F;FO;M;1;;28,28;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NALON;BLACK/DARK GREY;L;;IMYPD01089BK/DGL;8434076345765;;J;HC;M;1;;38,48;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;YANGRA;BLACK;3XL;;IWYPD01093BK3XL;8434076353364;;Y;ML;W;1;;43,01;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SINDU;DARK AQUA/LIME;XS;;IMYPD00916DQ/LMXS;8434076339993;;Y;PD;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;KANJUT;BLACK/DARK GREY;S;;IMEPS01069BK/DGS;8434076349855;;E;PS;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLACK/BLACK;S;;IMDDW00309BK/BKS;8434076118642;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PADRU;RED/BLACK;M;;IMLPF00348RD/BKM;8434076314006;;L;PF;M;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;KANJUT;BLUE RIVER/BLUE MOON;M;;IMEPS01069BV/BMM;8434076349893;;E;PS;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;AROSA;MINERAL RED/SMOKE;M;;IMSTS00407MR/SMM;8434076338330;;U;TL;M;1;;12,41;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;TEIX;BLACK/DARKGREY/YELLOW FLUOR;L;;IUASO01042BK/YFL;8434076331423;;A;SO;U;1;;2,21;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NELION;BLACK;5XL;;IMTTH00424BK5XL;8434076350578;;T;TH;M;1;;5,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;DEVI;CAKI/SPICY GREEN;L;;IMUTS01059CK/SPL;8434076338477;;U;TL;M;1;;12,41;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SOMKA;RED/ORANGE;XS;;IWEPS01081RD/ORXS;8434076358154;;E;PS;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;CIMBIA;BLUEMOON/ROSE;XL;;IWUPU01058BM/RSXL;8434076337609;;U;PU;W;1;;26,01;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SHAZKA;RED/MINERAL RED/LIME;L;;IWWSF01078RD/MRL;8434076355696;;W;S2;W;1;;39,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PADRU;RED/BLACK;S;;IMLPF00348RD/BKS;8434076314013;;L;PF;M;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;DEVI;DARK AQUA/BLUEMOON;XXL;;IMUTS01059DQ/BMXXL;8434076353111;;U;TL;M;1;;12,41;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLACK/BLACK;M;;IMDDW00309BK/BKM;8434076118635;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;DIMASA;BLUEMOON;M;;IWJJA00552BMM;8434076358260;;J;LW;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;KANJUT;BLACK/DARK GREY;L;;IMEPS01069BK/DGL;8434076349831;;E;PS;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLACK/BLACK;XL;;IMDDW00309BK/BKXL;8434076118659;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;VIOLET/BLACK;S;;IWLPF00565VI/BKS;8434076357294;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;BLACK/FUXIA;3XL;;IWLPF00565BK/FX3XL;8434076357096;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;NALON;BLACK/DARK GREY;XXL;;IMYPD01089BK/DGXXL;8434076345802;;J;HC;M;1;;38,48;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;INATYE;CERAMIC/CERAMIC/FUXIA;S;;IWWSF01077CR/AQS;8434076355474;;W;S2;W;1;;39,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLACK/BLACK;4XL;;IMDDW00309BK/BK4XL;8434076118611;;D;DW;M;2;;99,62;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;TURQUOISE/BLACK;S;;IWLPF00565TQ/BKS;8434076357218;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ZUJAR;FUXIA/FUXIA;XXL;;IWYPD01094FX/FXXXL;8434076354521;;J;HW;W;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;YANGRA;BLACK;M;;IWYPD01093BKM;8434076353418;;Y;ML;W;1;;43,01;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SOMKA;BLACK/FUXIA;M;;IWEPS01081BK/FXM;8434076357942;;E;PS;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;DARK GREY/MINERAL RED;3XL;;IMDDW00309DG/MR3XL;8434076338941;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;KANJUT;BLUE RIVER/BLUE MOON;L;;IMEPS01069BV/BML;8434076349886;;E;PS;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;AROSA;CAKI/SPICY GREEN;XXL;;IMSTS00407CK/SPXXL;8434076338262;;U;TL;M;1;;12,41;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ORTIL;DARK AQUA/LIME;XXL;;IMYPD00919DQ/LIXXL;8434076345758;;Y;VP;M;1;;30,54;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ZUJAR;FUXIA/FUXIA;XS;;IWYPD01094FX/FXXS;8434076354514;;J;HW;W;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;BLACK/FUXIA;M;;IWLPF00565BK/FXM;8434076357126;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLACK/BLACK;XXL;;IMDDW00309BK/BKXXL;8434076118673;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;BLACK/FUXIA;XL;;IWLPF00565BK/FXXL;8434076357140;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;VIOLET/BLACK;XL;;IWLPF00565VI/BKXL;8434076357300;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SINDU;DARK AQUA/LIME;L;;IMYPD00916DQ/LML;8434076339955;;Y;PD;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;AMPRIU;BLUEMOON/ORANGE;XL;;IMDDW00306BM/ORXL;8434076339313;;Y;ML;M;1;;40,74;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;KANJUT;BLACK/DARK GREY;XL;;IMEPS01069BK/DGXL;8434076349862;;E;PS;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;VIOLET/BLACK;L;;IWLPF00565VI/BKL;8434076357270;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ZUJAR;BLACK/DARK GREY/FUXIA;XL;;IWYPD01094BK/DGXL;8434076354446;;J;HW;W;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;LUCANIA;BLUEMOON;L;;IWJJA00554BML;8434076358338;;J;LW;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MINYA;BLUEMOON;L;;IWUTS01060BML;8434076338620;;U;TL;W;1;;12,41;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ORTIL;BLUEMOON/ORANGE;M;;IMYPD00919BM/ORM;8434076345550;;Y;VP;M;1;;30,54;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;WHEELER;TURQUOISE/BLACK;L;;IWLPF00565TQ/BKL;8434076357195;;L;PF;W;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SOMKA;RED/ORANGE;M;;IWEPS01081RD/ORM;8434076358123;;E;PS;W;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ORTIL;BLUEMOON/ORANGE;XL;;IMYPD00919BM/ORXL;8434076345574;;Y;VP;M;1;;30,54;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;STRATUS;DARK GREY/BLACK;M;;IMWSF00445DG/BKM;8434076347219;;W;SF;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FLORENZ;BLUEMOON/BLUEMOON;XXL;;IMDDW00309BM/BMXXL;8434076338934;;D;DW;M;1;;49,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SINDU;DARK AQUA/LIME;S;;IMYPD00916DQ/LMS;8434076339979;;Y;PD;M;1;;33,94;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PADRU;BLACK/RED;5XL;;IMLPF00348BK/RD5XL;8434076348759;;L;PF;M;1;;7,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PADRU;RED/BLACK;L;;IMLPF00348RD/BKL;8434076313993;;L;PF;M;2;;15,76;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;LLIAM;FUXIA/DARK GREY;M;;IWPSH01004FX/DGM;8434076322889;;P;SH;W;1;;24,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SAGRA;FUXIA;M;;IWRJA01017FXM;8434076334387;;R;RJ;W;2;;52,02;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FORAKER;BLACK/DARK GREY;M;;IMPSH00989BK/DGM;8434076318967;;P;SH;M;1;;26,01;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;BLUE MOON;3XL;;IMPSH00999BM3XL;8434076321356;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;CREUS II;BLACK;M;;IMSTS01030BKM;8434076326375;;S;TB;M;1;;5,10;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;DARK GREY;S;;IMPSH00999DGS;8434076321554;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;DARK GREY;L;;IMPSH00999DGL;8434076321530;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MORITZ;BLUEMOON/BLUERIVER/LIGHTGREEN;M;;IMPSH00996BM/BVM;8434076320588;;P;SH;M;1;;24,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;FRISEL;DARK GREY/BLACK;XXL;;IMPSH00998DG/BKXXL;8434076321264;;P;SH;M;2;;45,22;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;CREUS II;ROYAL;L;;IMSTS01030RYL;8434076327327;;S;TB;M;1;;5,10;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;BLUE MOON;4XL;;IMPSH00999BM4XL;8434076321363;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MORITZ;DARKGREY/BLACK/BLUERIVER;M;;IMPSH00996DG/BKM;8434076320748;;P;SH;M;2;;49,76;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MAUNA;BLACK/FUXIA;XL;;IWPPA01003BK/FXXL;8434076333526;;P;P2;W;1;;32,81;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MORITZ;BLUEMOON/BLUERIVER/LIGHTGREEN;XL;;IMPSH00996BM/BVXL;8434076320601;;P;SH;M;1;;24,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;BLACK;S;;IMPSH00999BKS;8434076321318;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ALDER;BLUEMOON;L;;IMJJA00782BML;8434076350158;;J;LW;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;MORITZ;BLUERIVER/BLUEMOON/LIGHTGREEN;S;;IMPSH00996BV/BMS;8434076320670;;P;SH;M;1;;24,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;DARK GREY;4XL;;IMPSH00999DG4XL;8434076321523;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;SAFOR;LIGHT GREEN;M;;IMRJA01011LGM;8434076324043;;R;RJ;M;1;;26,01;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;ROCK;BLUEMOON/BLACK;M;;IMPSH01000BM/BKM;8434076321769;;P;SH;M;1;;24,88;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;PEAK;BLUE MOON;XL;;IMPSH00999BMXL;8434076321400;;P;SH;M;1;;22,61;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
;;AMAZON EU SARL, SUCCURSALE ITALIANA;3XRUJGJG;;AMAZON IT;;2020-04-20;;CREUS II;ROYAL;M;;IMSTS01030RYM;8434076327334;;S;TB;M;1;;5,10;AMAZON EU SARL, SUCCURSALE ITALIANA;43003243;;;;Webs Intracomunitario
